Carrier,Specialty,County,nproviders
Cigna,049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),EL PASO,1
Cigna,050 Occupational Therapist,ADAMS,1
Cigna,051 Speech Therapy,BOULDER,1
Cigna,051 Speech Therapy,DENVER,1
Cigna,051 Speech Therapy,JEFFERSON,1
Cigna,057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology,DOUGLAS,1
Cigna,101 Pediatrics - Routine/Primary Care,RIO BLANCO,1
Cigna,101 Pediatrics - Routine/Primary Care,SUMMIT,1
Cigna,101 Pediatrics - Routine/Primary Care,WELD,1
Cigna,102 Licensed Clinical Social Workers,BROOMFIELD,1
Cigna,102 Licensed Clinical Social Workers,CHEYENNE,1
Cigna,102 Licensed Clinical Social Workers,CUSTER,1
Cigna,102 Licensed Clinical Social Workers,GILPIN,1
Cigna,102 Licensed Clinical Social Workers,HUERFANO,1
Cigna,102 Licensed Clinical Social Workers,KIT CARSON,1
Cigna,102 Licensed Clinical Social Workers,PHILLIPS,1
Cigna,102 Licensed Clinical Social Workers,PROWERS,1
Cigna,102 Licensed Clinical Social Workers,SAN MIGUEL,1
Cigna,103 Psychology,GILPIN,1
Cigna,103 Psychology,GUNNISON,1
Cigna,103 Psychology,JACKSON,1
Cigna,103 Psychology,RIO GRANDE,1
Cigna,103 Psychology,SAN MIGUEL,1
Denver Health,102 Licensed Clinical Social Workers,Denver,96
Denver Health,003 Internal Medicine,Denver,42
Denver Health,002 Family Medicine,Denver,39
Denver Health,029 Psychiatry,Denver,38
Denver Health,103 Psychology,Denver,30
Denver Health,005 Primary Care - Physician Assistant,Denver,28
Denver Health,101 Pediatrics - Routine/Primary Care,Denver,25
Denver Health,016 Gynecology (OB/GYN),Denver,24
Denver Health,006 Primary Care - Nurse Practitioner,Denver,23
Denver Health,015 General Surgery,Denver,22
Denver Health,000 OTHER,Denver,14
Denver Health,020 Neurological Surgery,Denver,14
Denver Health,017 Infectious Diseases,Denver,11
Denver Health,025 Orthopedic Surgery,Denver,11
Denver Health,008 Cardiovascular Disease,Denver,8
Denver Health,014 Gastroenterology,Denver,7
Denver Health,018 Nephrology,Denver,7
Denver Health,019 Neurology,Denver,7
Denver Health,030 Pulmonology,Denver,7
Denver Health,021 Medical Oncology & Surgical Oncology,Denver,6
Denver Health,033 Urology,Denver,6
Denver Health,011 Dermatology,Denver,4
Denver Health,026 Physical Medicine & Rehabilitation,Denver,4
Denver Health,031 Rheumatology,Denver,4
Denver Health,012 Endocrinology,Denver,3
Denver Health,013 ENT/Otolaryngology,Denver,3
Denver Health,027 Plastic Surgery,Denver,3
Denver Health,028 Podiatry,Denver,3
Denver Health,023 Ophthalmology,Denver,2
Denver Health,034 Vascular Surgery,Denver,2
Denver Health,006 Primary Care - Nurse Practitioner,Grand,1
Denver Health,010 Chiropracty,Denver,1
Denver Health,015 General Surgery,Boulder,1
Denver Health,016 Gynecology (OB/GYN),Adams,1
Denver Health,019 Neurology,Adams,1
Denver Health,020 Neurological Surgery,Adams,1
Kaiser,000 OTHER,Jefferson,5852
Kaiser,000 OTHER,Arapahoe,2405
Kaiser,000 OTHER,Denver,2385
Kaiser,000 OTHER,Adams,1995
Kaiser,000 OTHER,El Paso,1353
Kaiser,000 OTHER,Boulder,990
Kaiser,000 OTHER,Larimer,783
Kaiser,000 OTHER,Douglas,758
Kaiser,000 OTHER,Pueblo,417
Kaiser,000 OTHER,Weld,390
Kaiser, 101 Pediatrics - Routine/Primary Care,El Paso,365
Kaiser,000 OTHER,Clear Creek,363
Kaiser,029 Psychiatry,Jefferson,326
Kaiser,002 Family Medicine,El Paso,294
Kaiser, 101 Pediatrics - Routine/Primary Care,Adams,203
Kaiser,029 Psychiatry,Arapahoe,195
Kaiser,000 OTHER,Broomfield,194
Kaiser, 101 Pediatrics - Routine/Primary Care,Denver,185
Kaiser,003 Internal Medicine,Adams,167
Kaiser, 101 Pediatrics - Routine/Primary Care,Pueblo,164
Kaiser,025 Orthopedic Surgery,El Paso,162
Kaiser, 101 Pediatrics - Routine/Primary Care,Jefferson,140
Kaiser,025 Orthopedic Surgery,Larimer,140
Kaiser,102 Licensed Clinical Social Workers,El Paso,121
Kaiser,003 Internal Medicine,Denver,119
Kaiser,002 Family Medicine,Pueblo,107
Kaiser,021 Medical Oncology & Surgical Oncology,Adams,107
Kaiser,019 Neurology,Adams,101
Kaiser, 101 Pediatrics - Routine/Primary Care,Arapahoe,100
Kaiser, 101 Pediatrics - Routine/Primary Care,Larimer,97
Kaiser,016 Gynecology (OB/GYN),El Paso,92
Kaiser,014 Gastroenterology,El Paso,87
Kaiser,030 Pulmonology,Adams,87
Kaiser,012 Endocrinology,Adams,86
Kaiser,016 Gynecology (OB/GYN),Adams,85
Kaiser,008 Cardiovascular Disease,Denver,84
Kaiser,008 Cardiovascular Disease,El Paso,84
Kaiser,016 Gynecology (OB/GYN),Denver,83
Kaiser,025 Orthopedic Surgery,Denver,83
Kaiser,029 Psychiatry,Denver,82
Kaiser,021 Medical Oncology & Surgical Oncology,Denver,80
Kaiser,002 Family Medicine,Larimer,79
Kaiser,103 Psychology,El Paso,78
Kaiser,029 Psychiatry,Adams,76
Kaiser,029 Psychiatry,El Paso,74
Kaiser,003 Internal Medicine,Jefferson,72
Kaiser,000 OTHER,Eagle,71
Kaiser,003 Internal Medicine,El Paso,71
Kaiser,008 Cardiovascular Disease,Adams,69
Kaiser,026 Physical Medicine & Rehabilitation,El Paso,69
Kaiser, 101 Pediatrics - Routine/Primary Care,Boulder,68
Kaiser,002 Family Medicine,Jefferson,68
Kaiser,002 Family Medicine,Denver,66
Kaiser,003 Internal Medicine,Arapahoe,66
Kaiser,014 Gastroenterology,Adams,63
Kaiser,018 Nephrology,Adams,62
Kaiser, 101 Pediatrics - Routine/Primary Care,Eagle,60
Kaiser,029 Psychiatry,Boulder,60
Kaiser,023 Ophthalmology,Adams,59
Kaiser,003 Internal Medicine,Pueblo,57
Kaiser,008 Cardiovascular Disease,Arapahoe,57
Kaiser,029 Psychiatry,Douglas,57
Kaiser,015 General Surgery,Adams,53
Kaiser,015 General Surgery,Denver,53
Kaiser,002 Family Medicine,Eagle,51
Kaiser,000 OTHER,Fremont,50
Kaiser,008 Cardiovascular Disease,Larimer,50
Kaiser,010 Chiropracty,Jefferson,50
Kaiser,015 General Surgery,Boulder,50
Kaiser,015 General Surgery,El Paso,50
Kaiser, 101 Pediatrics - Routine/Primary Care,Weld,49
Kaiser,007 Allergy and Immunology,El Paso,49
Kaiser,020 Neurological Surgery,Adams,49
Kaiser,023 Ophthalmology,Denver,49
Kaiser,023 Ophthalmology,Larimer,49
Kaiser,103 Psychology,Boulder,49
Kaiser, 101 Pediatrics - Routine/Primary Care,Douglas,48
Kaiser,016 Gynecology (OB/GYN),Eagle,47
Kaiser,103 Psychology,Larimer,47
Kaiser,025 Orthopedic Surgery,Adams,46
Kaiser,001 General Practice,Jefferson,45
Kaiser,010 Chiropracty,Arapahoe,45
Kaiser,021 Medical Oncology & Surgical Oncology,Boulder,45
Kaiser,001 General Practice,Arapahoe,44
Kaiser,029 Psychiatry,Pueblo,44
Kaiser,017 Infectious Diseases,Adams,43
Kaiser,002 Family Medicine,Weld,42
Kaiser,023 Ophthalmology,El Paso,39
Kaiser,000 OTHER,Summit,38
Kaiser,000 OTHER,Teller,38
Kaiser,030 Pulmonology,Denver,38
Kaiser,011 Dermatology,El Paso,37
Kaiser,101 Pediatrics - Routine/Primary Care,Denver,37
Kaiser,002 Family Medicine,Adams,36
Kaiser,003 Internal Medicine,Boulder,36
Kaiser,010 Chiropracty,El Paso,36
Kaiser,014 Gastroenterology,Douglas,36
Kaiser,015 General Surgery,Douglas,36
Kaiser,018 Nephrology,Denver,36
Kaiser,025 Orthopedic Surgery,Douglas,36
Kaiser, 101 Pediatrics - Routine/Primary Care,Fremont,35
Kaiser,000 OTHER,Garfield,35
Kaiser,004 Geriatrics,Adams,35
Kaiser,008 Cardiovascular Disease,Weld,35
Kaiser,011 Dermatology,Larimer,35
Kaiser,014 Gastroenterology,Denver,35
Kaiser,016 Gynecology (OB/GYN),Boulder,35
Kaiser,002 Family Medicine,Arapahoe,34
Kaiser,025 Orthopedic Surgery,Boulder,34
Kaiser,016 Gynecology (OB/GYN),Garfield,33
Kaiser,001 General Practice,Adams,32
Kaiser,002 Family Medicine,Boulder,32
Kaiser,002 Family Medicine,Douglas,32
Kaiser,102 Licensed Clinical Social Workers,Boulder,32
Kaiser,014 Gastroenterology,Arapahoe,31
Kaiser,016 Gynecology (OB/GYN),Arapahoe,31
Kaiser,021 Medical Oncology & Surgical Oncology,Douglas,31
Kaiser,011 Dermatology,Adams,30
Kaiser,025 Orthopedic Surgery,Weld,30
Kaiser,035 Cardiothoracic Surgery,El Paso,30
Kaiser,001 General Practice,Boulder,29
Kaiser,012 Endocrinology,Denver,29
Kaiser,013 ENT/Otolaryngology,El Paso,29
Kaiser,016 Gynecology (OB/GYN),Douglas,29
Kaiser,019 Neurology,El Paso,29
Kaiser,014 Gastroenterology,Larimer,28
Kaiser,016 Gynecology (OB/GYN),Larimer,28
Kaiser,101 Pediatrics - Routine/Primary Care,Jefferson,28
Kaiser,002 Family Medicine,Fremont,27
Kaiser,013 ENT/Otolaryngology,Denver,27
Kaiser,015 General Surgery,Larimer,27
Kaiser,018 Nephrology,Jefferson,27
Kaiser,019 Neurology,Denver,27
Kaiser,025 Orthopedic Surgery,Pueblo,27
Kaiser,102 Licensed Clinical Social Workers,Pueblo,27
Kaiser,008 Cardiovascular Disease,Boulder,26
Kaiser,016 Gynecology (OB/GYN),Weld,26
Kaiser,013 ENT/Otolaryngology,Adams,25
Kaiser,102 Licensed Clinical Social Workers,Larimer,25
Kaiser,008 Cardiovascular Disease,Douglas,24
Kaiser,008 Cardiovascular Disease,Jefferson,24
Kaiser,016 Gynecology (OB/GYN),Jefferson,24
Kaiser,030 Pulmonology,El Paso,24
Kaiser,030 Pulmonology,Larimer,24
Kaiser,033 Urology,El Paso,24
Kaiser, 101 Pediatrics - Routine/Primary Care,Teller,23
Kaiser,002 Family Medicine,Teller,23
Kaiser,011 Dermatology,Boulder,23
Kaiser,021 Medical Oncology & Surgical Oncology,El Paso,23
Kaiser,026 Physical Medicine & Rehabilitation,Adams,23
Kaiser,029 Psychiatry,Larimer,23
Kaiser,101 Pediatrics - Routine/Primary Care,Arapahoe,23
Kaiser,015 General Surgery,Weld,22
Kaiser,018 Nephrology,Larimer,22
Kaiser,022 Radiation Oncology,Adams,22
Kaiser,031 Rheumatology,Adams,22
Kaiser,033 Urology,Denver,22
Kaiser,001 General Practice,Douglas,21
Kaiser,010 Chiropracty,Boulder,21
Kaiser,013 ENT/Otolaryngology,Boulder,21
Kaiser,015 General Surgery,Arapahoe,21
Kaiser,016 Gynecology (OB/GYN),Pueblo,21
Kaiser,020 Neurological Surgery,Denver,21
Kaiser,026 Physical Medicine & Rehabilitation,Larimer,21
Kaiser,029 Psychiatry,Clear Creek,21
Kaiser,008 Cardiovascular Disease,Fremont,20
Kaiser,019 Neurology,Arapahoe,20
Kaiser,020 Neurological Surgery,Boulder,20
Kaiser,023 Ophthalmology,Pueblo,20
Kaiser,025 Orthopedic Surgery,Arapahoe,20
Kaiser,030 Pulmonology,Arapahoe,20
Kaiser,001 General Practice,Denver,19
Kaiser,008 Cardiovascular Disease,Pueblo,19
Kaiser,010 Chiropracty,Denver,19
Kaiser,020 Neurological Surgery,El Paso,19
Kaiser,003 Internal Medicine,Larimer,18
Kaiser,011 Dermatology,Denver,18
Kaiser,017 Infectious Diseases,Denver,18
Kaiser,023 Ophthalmology,Jefferson,18
Kaiser,025 Orthopedic Surgery,Eagle,18
Kaiser,026 Physical Medicine & Rehabilitation,Denver,18
Kaiser,027 Plastic Surgery,Denver,18
Kaiser,028 Podiatry,El Paso,18
Kaiser,033 Urology,Adams,18
Kaiser, 101 Pediatrics - Routine/Primary Care,Garfield,17
Kaiser,014 Gastroenterology,Boulder,17
Kaiser,014 Gastroenterology,Weld,17
Kaiser,020 Neurological Surgery,Douglas,17
Kaiser,101 Pediatrics - Routine/Primary Care,Adams,17
Kaiser,003 Internal Medicine,Douglas,16
Kaiser,010 Chiropracty,Adams,16
Kaiser,013 ENT/Otolaryngology,Larimer,16
Kaiser,018 Nephrology,El Paso,16
Kaiser,033 Urology,Larimer,16
Kaiser,034 Vascular Surgery,Denver,16
Kaiser,034 Vascular Surgery,El Paso,16
Kaiser,103 Psychology,Pueblo,16
Kaiser,010 Chiropracty,Larimer,15
Kaiser,011 Dermatology,Arapahoe,15
Kaiser,013 ENT/Otolaryngology,Douglas,15
Kaiser,030 Pulmonology,Jefferson,15
Kaiser,101 Pediatrics - Routine/Primary Care,Boulder,15
Kaiser,007 Allergy and Immunology,Adams,14
Kaiser,008 Cardiovascular Disease,Eagle,14
Kaiser,012 Endocrinology,Larimer,14
Kaiser,018 Nephrology,Arapahoe,14
Kaiser,021 Medical Oncology & Surgical Oncology,Arapahoe,14
Kaiser,021 Medical Oncology & Surgical Oncology,Larimer,14
Kaiser,025 Orthopedic Surgery,Garfield,14
Kaiser,026 Physical Medicine & Rehabilitation,Pueblo,14
Kaiser,031 Rheumatology,Denver,14
Kaiser,035 Cardiothoracic Surgery,Adams,14
Kaiser,004 Geriatrics,Jefferson,13
Kaiser,007 Allergy and Immunology,Pueblo,13
Kaiser,014 Gastroenterology,Jefferson,13
Kaiser,015 General Surgery,Pueblo,13
Kaiser,022 Radiation Oncology,Denver,13
Kaiser,103 Psychology,Douglas,13
Kaiser,007 Allergy and Immunology,Denver,12
Kaiser,010 Chiropracty,Pueblo,12
Kaiser,012 Endocrinology,El Paso,12
Kaiser,012 Endocrinology,Weld,12
Kaiser,023 Ophthalmology,Douglas,12
Kaiser,027 Plastic Surgery,Adams,12
Kaiser,012 Endocrinology,Arapahoe,11
Kaiser,018 Nephrology,Weld,11
Kaiser,021 Medical Oncology & Surgical Oncology,Weld,11
Kaiser,023 Ophthalmology,Boulder,11
Kaiser,026 Physical Medicine & Rehabilitation,Arapahoe,11
Kaiser,030 Pulmonology,Boulder,11
Kaiser,033 Urology,Douglas,11
Kaiser,034 Vascular Surgery,Pueblo,11
Kaiser,103 Psychology,Weld,11
Kaiser,018 Nephrology,Boulder,10
Kaiser,020 Neurological Surgery,Eagle,10
Kaiser,020 Neurological Surgery,Garfield,10
Kaiser,027 Plastic Surgery,Larimer,10
Kaiser,029 Psychiatry,Weld,10
Kaiser,031 Rheumatology,Boulder,10
Kaiser,103 Psychology,Jefferson,10
Kaiser,003 Internal Medicine,Eagle,9
Kaiser,003 Internal Medicine,Garfield,9
Kaiser,004 Geriatrics,Denver,9
Kaiser,010 Chiropracty,Douglas,9
Kaiser,011 Dermatology,Pueblo,9
Kaiser,011 Dermatology,Weld,9
Kaiser,012 Endocrinology,Boulder,9
Kaiser,014 Gastroenterology,Pueblo,9
Kaiser,015 General Surgery,Fremont,9
Kaiser,019 Neurology,Jefferson,9
Kaiser,019 Neurology,Pueblo,9
Kaiser,020 Neurological Surgery,Larimer,9
Kaiser,028 Podiatry,Larimer,9
Kaiser,028 Podiatry,Pueblo,9
Kaiser,033 Urology,Eagle,9
Kaiser,103 Psychology,Broomfield,9
Kaiser, 101 Pediatrics - Routine/Primary Care,Summit,8
Kaiser,001 General Practice,Larimer,8
Kaiser,002 Family Medicine,Garfield,8
Kaiser,003 Internal Medicine,Fremont,8
Kaiser,019 Neurology,Larimer,8
Kaiser,020 Neurological Surgery,Arapahoe,8
Kaiser,022 Radiation Oncology,Douglas,8
Kaiser,022 Radiation Oncology,El Paso,8
Kaiser,022 Radiation Oncology,Larimer,8
Kaiser,033 Urology,Boulder,8
Kaiser,034 Vascular Surgery,Adams,8
Kaiser,035 Cardiothoracic Surgery,Pueblo,8
Kaiser,102 Licensed Clinical Social Workers,Teller,8
Kaiser,003 Internal Medicine,Weld,7
Kaiser,007 Allergy and Immunology,Jefferson,7
Kaiser,010 Chiropracty,Weld,7
Kaiser,012 Endocrinology,Douglas,7
Kaiser,018 Nephrology,Pueblo,7
Kaiser,019 Neurology,Boulder,7
Kaiser,022 Radiation Oncology,Weld,7
Kaiser,023 Ophthalmology,Arapahoe,7
Kaiser,027 Plastic Surgery,El Paso,7
Kaiser,029 Psychiatry,Broomfield,7
Kaiser,030 Pulmonology,Weld,7
Kaiser,031 Rheumatology,El Paso,7
Kaiser,033 Urology,Pueblo,7
Kaiser,035 Cardiothoracic Surgery,Denver,7
Kaiser,101 Pediatrics - Routine/Primary Care,Douglas,7
Kaiser,002 Family Medicine,Summit,6
Kaiser,008 Cardiovascular Disease,Garfield,6
Kaiser,013 ENT/Otolaryngology,Arapahoe,6
Kaiser,013 ENT/Otolaryngology,Eagle,6
Kaiser,017 Infectious Diseases,El Paso,6
Kaiser,017 Infectious Diseases,Pueblo,6
Kaiser,019 Neurology,Weld,6
Kaiser,020 Neurological Surgery,Pueblo,6
Kaiser,022 Radiation Oncology,Boulder,6
Kaiser,023 Ophthalmology,Weld,6
Kaiser,026 Physical Medicine & Rehabilitation,Jefferson,6
Kaiser,033 Urology,Weld,6
Kaiser,102 Licensed Clinical Social Workers,Broomfield,6
Kaiser,102 Licensed Clinical Social Workers,Weld,6
Kaiser,007 Allergy and Immunology,Douglas,5
Kaiser,012 Endocrinology,Pueblo,5
Kaiser,013 ENT/Otolaryngology,Pueblo,5
Kaiser,015 General Surgery,Eagle,5
Kaiser,021 Medical Oncology & Surgical Oncology,Jefferson,5
Kaiser,023 Ophthalmology,Fremont,5
Kaiser,025 Orthopedic Surgery,Fremont,5
Kaiser,025 Orthopedic Surgery,Jefferson,5
Kaiser,026 Physical Medicine & Rehabilitation,Boulder,5
Kaiser,028 Podiatry,Weld,5
Kaiser,031 Rheumatology,Broomfield,5
Kaiser,033 Urology,Arapahoe,5
Kaiser,033 Urology,Jefferson,5
Kaiser,035 Cardiothoracic Surgery,Larimer,5
Kaiser,001 General Practice,El Paso,4
Kaiser,001 General Practice,Pueblo,4
Kaiser,004 Geriatrics,Larimer,4
Kaiser,005 Primary Care - Physician Assistant,El Paso,4
Kaiser,007 Allergy and Immunology,Boulder,4
Kaiser,010 Chiropracty,Fremont,4
Kaiser,013 ENT/Otolaryngology,Broomfield,4
Kaiser,013 ENT/Otolaryngology,Teller,4
Kaiser,013 ENT/Otolaryngology,Weld,4
Kaiser,015 General Surgery,Garfield,4
Kaiser,017 Infectious Diseases,Larimer,4
Kaiser,018 Nephrology,Douglas,4
Kaiser,019 Neurology,Douglas,4
Kaiser,020 Neurological Surgery,Weld,4
Kaiser,021 Medical Oncology & Surgical Oncology,Pueblo,4
Kaiser,023 Ophthalmology,Teller,4
Kaiser,025 Orthopedic Surgery,Broomfield,4
Kaiser,025 Orthopedic Surgery,Summit,4
Kaiser,028 Podiatry,Adams,4
Kaiser,028 Podiatry,Denver,4
Kaiser,029 Psychiatry,Eagle,4
Kaiser,030 Pulmonology,Eagle,4
Kaiser,030 Pulmonology,Garfield,4
Kaiser,035 Cardiothoracic Surgery,Weld,4
Kaiser,102 Licensed Clinical Social Workers,Douglas,4
Kaiser,102 Licensed Clinical Social Workers,Eagle,4
Kaiser,102 Licensed Clinical Social Workers,Fremont,4
Kaiser,102 Licensed Clinical Social Workers,Summit,4
Kaiser,103 Psychology,Adams,4
Kaiser,103 Psychology,Teller,4
Kaiser,004 Geriatrics,El Paso,3
Kaiser,010 Chiropracty,Broomfield,3
Kaiser,010 Chiropracty,Teller,3
Kaiser,011 Dermatology,Teller,3
Kaiser,013 ENT/Otolaryngology,Jefferson,3
Kaiser,014 Gastroenterology,Eagle,3
Kaiser,016 Gynecology (OB/GYN),Fremont,3
Kaiser,017 Infectious Diseases,Boulder,3
Kaiser,017 Infectious Diseases,Weld,3
Kaiser,018 Nephrology,Eagle,3
Kaiser,020 Neurological Surgery,Fremont,3
Kaiser,021 Medical Oncology & Surgical Oncology,Garfield,3
Kaiser,021 Medical Oncology & Surgical Oncology,Summit,3
Kaiser,022 Radiation Oncology,Arapahoe,3
Kaiser,025 Orthopedic Surgery,Teller,3
Kaiser,030 Pulmonology,Pueblo,3
Kaiser,030 Pulmonology,Summit,3
Kaiser,031 Rheumatology,Jefferson,3
Kaiser,031 Rheumatology,Larimer,3
Kaiser,033 Urology,Garfield,3
Kaiser,102 Licensed Clinical Social Workers,Adams,3
Kaiser,103 Psychology,Fremont,3
Kaiser,000 OTHER,Elbert,2
Kaiser,001 General Practice,Weld,2
Kaiser,003 Internal Medicine,Summit,2
Kaiser,004 Geriatrics,Arapahoe,2
Kaiser,004 Geriatrics,Douglas,2
Kaiser,007 Allergy and Immunology,Arapahoe,2
Kaiser,007 Allergy and Immunology,Larimer,2
Kaiser,007 Allergy and Immunology,Summit,2
Kaiser,008 Cardiovascular Disease,Summit,2
Kaiser,011 Dermatology,Broomfield,2
Kaiser,011 Dermatology,Douglas,2
Kaiser,011 Dermatology,Eagle,2
Kaiser,011 Dermatology,Fremont,2
Kaiser,015 General Surgery,Teller,2
Kaiser,016 Gynecology (OB/GYN),Summit,2
Kaiser,019 Neurology,Eagle,2
Kaiser,022 Radiation Oncology,Garfield,2
Kaiser,022 Radiation Oncology,Jefferson,2
Kaiser,022 Radiation Oncology,Pueblo,2
Kaiser,026 Physical Medicine & Rehabilitation,Eagle,2
Kaiser,026 Physical Medicine & Rehabilitation,Teller,2
Kaiser,026 Physical Medicine & Rehabilitation,Weld,2
Kaiser,027 Plastic Surgery,Douglas,2
Kaiser,027 Plastic Surgery,Pueblo,2
Kaiser,027 Plastic Surgery,Weld,2
Kaiser,028 Podiatry,Eagle,2
Kaiser,028 Podiatry,Garfield,2
Kaiser,029 Psychiatry,Summit,2
Kaiser,030 Pulmonology,Broomfield,2
Kaiser,031 Rheumatology,Eagle,2
Kaiser,031 Rheumatology,Weld,2
Kaiser,033 Urology,Summit,2
Kaiser,035 Cardiothoracic Surgery,Eagle,2
Kaiser,035 Cardiothoracic Surgery,Fremont,2
Kaiser,101 Pediatrics - Routine/Primary Care,El Paso,2
Kaiser,101 Pediatrics - Routine/Primary Care,Larimer,2
Kaiser,102 Licensed Clinical Social Workers,Arapahoe,2
Kaiser, 101 Pediatrics - Routine/Primary Care,Broomfield,1
Kaiser, 101 Pediatrics - Routine/Primary Care,Elbert,1
Kaiser,001 General Practice,Eagle,1
Kaiser,001 General Practice,Summit,1
Kaiser,002 Family Medicine,Elbert,1
Kaiser,003 Internal Medicine,Broomfield,1
Kaiser,004 Geriatrics,Boulder,1
Kaiser,004 Geriatrics,Broomfield,1
Kaiser,005 Primary Care - Physician Assistant,Weld,1
Kaiser,006 Primary Care - Nurse Practitioner,El Paso,1
Kaiser,007 Allergy and Immunology,Fremont,1
Kaiser,007 Allergy and Immunology,Teller,1
Kaiser,010 Chiropracty,Archuleta,1
Kaiser,010 Chiropracty,Eagle,1
Kaiser,010 Chiropracty,Grand,1
Kaiser,010 Chiropracty,Mesa,1
Kaiser,010 Chiropracty,Pitkin,1
Kaiser,011 Dermatology,Jefferson,1
Kaiser,011 Dermatology,Summit,1
Kaiser,012 Endocrinology,Eagle,1
Kaiser,014 Gastroenterology,Broomfield,1
Kaiser,014 Gastroenterology,Fremont,1
Kaiser,015 General Surgery,Summit,1
Kaiser,017 Infectious Diseases,Douglas,1
Kaiser,017 Infectious Diseases,Garfield,1
Kaiser,017 Infectious Diseases,Jefferson,1
Kaiser,017 Infectious Diseases,Summit,1
Kaiser,019 Neurology,Fremont,1
Kaiser,019 Neurology,Garfield,1
Kaiser,019 Neurology,Summit,1
Kaiser,020 Neurological Surgery,Broomfield,1
Kaiser,020 Neurological Surgery,Jefferson,1
Kaiser,023 Ophthalmology,Eagle,1
Kaiser,023 Ophthalmology,Garfield,1
Kaiser,023 Ophthalmology,Summit,1
Kaiser,027 Plastic Surgery,Arapahoe,1
Kaiser,027 Plastic Surgery,Boulder,1
Kaiser,027 Plastic Surgery,Broomfield,1
Kaiser,027 Plastic Surgery,Eagle,1
Kaiser,028 Podiatry,Boulder,1
Kaiser,028 Podiatry,Douglas,1
Kaiser,028 Podiatry,Fremont,1
Kaiser,028 Podiatry,Jefferson,1
Kaiser,028 Podiatry,Teller,1
Kaiser,029 Psychiatry,Fremont,1
Kaiser,030 Pulmonology,Douglas,1
Kaiser,031 Rheumatology,Douglas,1
Kaiser,031 Rheumatology,Pueblo,1
Kaiser,033 Urology,Fremont,1
Kaiser,034 Vascular Surgery,Larimer,1
Kaiser,034 Vascular Surgery,Weld,1
Kaiser,035 Cardiothoracic Surgery,Garfield,1
Kaiser,102 Licensed Clinical Social Workers,Jefferson,1
Kaiser,103 Psychology,Denver,1
RMHP,102 Licensed Clinical Social Workers,Arapahoe,932
RMHP,102 Licensed Clinical Social Workers,Weld,571
RMHP,000 OTHER,El Paso,353
RMHP,103 Psychology,Weld,315
RMHP,000 OTHER,Arapahoe,296
RMHP,000 OTHER,Jefferson,283
RMHP,000 OTHER,Denver,257
RMHP,102 Licensed Clinical Social Workers,Douglas,244
RMHP,016 Gynecology (OB/GYN),Arapahoe,241
RMHP,102 Licensed Clinical Social Workers,Denver,226
RMHP,002 Family Medicine,Jefferson,213
RMHP,002 Family Medicine,Larimer,211
RMHP,102 Licensed Clinical Social Workers,El Paso,201
RMHP,016 Gynecology (OB/GYN),Denver,196
RMHP,000 OTHER,Adams,188
RMHP,003 Internal Medicine,Denver,186
RMHP,000 OTHER,Larimer,182
RMHP,102 Licensed Clinical Social Workers,Jefferson,182
RMHP,002 Family Medicine,El Paso,177
RMHP,002 Family Medicine,Arapahoe,176
RMHP,002 Family Medicine,Denver,174
RMHP,103 Psychology,Arapahoe,170
RMHP, 103 Psychology,Weld,165
RMHP,002 Family Medicine,Boulder,157
RMHP,008 Cardiovascular Disease,Denver,142
RMHP,102 Licensed Clinical Social Workers,Adams,139
RMHP, 103 Psychology,Arapahoe,138
RMHP,002 Family Medicine,Adams,134
RMHP,025 Orthopedic Surgery,El Paso,130
RMHP,101 Pediatrics - Routine/Primary Care,Adams,127
RMHP,016 Gynecology (OB/GYN),Douglas,125
RMHP,002 Family Medicine,Weld,122
RMHP,000 OTHER,Douglas,119
RMHP,016 Gynecology (OB/GYN),Adams,118
RMHP,003 Internal Medicine,Arapahoe,116
RMHP,025 Orthopedic Surgery,Douglas,116
RMHP,008 Cardiovascular Disease,Adams,113
RMHP,003 Internal Medicine,Adams,111
RMHP,016 Gynecology (OB/GYN),Larimer,110
RMHP,008 Cardiovascular Disease,Larimer,108
RMHP,103 Psychology,Denver,107
RMHP,003 Internal Medicine,Jefferson,105
RMHP,000 OTHER,Pueblo,100
RMHP,101 Pediatrics - Routine/Primary Care,Denver,100
RMHP,008 Cardiovascular Disease,Arapahoe,99
RMHP,002 Family Medicine,Douglas,96
RMHP,002 Family Medicine,Mesa,95
RMHP,000 OTHER,Weld,94
RMHP,000 OTHER,Boulder,93
RMHP,023 Ophthalmology,Denver,93
RMHP,000 OTHER,Mesa,88
RMHP,002 Family Medicine,Pueblo,88
RMHP,021 Medical Oncology & Surgical Oncology,Adams,88
RMHP,014 Gastroenterology,Adams,87
RMHP,030 Pulmonology,Denver,87
RMHP,016 Gynecology (OB/GYN),Jefferson,85
RMHP,025 Orthopedic Surgery,Arapahoe,85
RMHP,025 Orthopedic Surgery,Denver,84
RMHP,102 Licensed Clinical Social Workers,Boulder,84
RMHP,101 Pediatrics - Routine/Primary Care,Arapahoe,83
RMHP,019 Neurology,Adams,82
RMHP,025 Orthopedic Surgery,Larimer,82
RMHP,008 Cardiovascular Disease,Douglas,80
RMHP,023 Ophthalmology,Jefferson,80
RMHP,016 Gynecology (OB/GYN),El Paso,79
